"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","FirstGADate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","Notes"
"azure-iothub","1.15.1","","IoT Hub","IoT Hub","https://github.com/Azure/azure-iot-sdk-node","NA","NA","client","false","","","active","","","","","",""
"azure-iot-mqtt-base","1.13.1","","IoT MQTT Base","IoT","https://github.com/Azure/azure-iot-sdk-node","NA","NA","client","false","","","active","","","","","",""
"azure-iot-provisioning-device","1.9.1","","IoT Provisioning Device","IoT Hub Device Provisioning","https://github.com/Azure/azure-iot-sdk-node/tree/master/provisioning/device","NA","NA","client","false","","","active","","","","","",""
"azure-iot-provisioning-device-amqp","1.9.1","","IoT Provisioning Device AMQP","IoT","https://github.com/Azure/azure-iot-sdk-node/tree/master/provisioning/transport/amqp","NA","NA","client","false","","","active","","","","","",""
"azure-iot-provisioning-device-http","1.9.1","","IoT Provisioning Device Http","IoT","https://github.com/Azure/azure-iot-sdk-node/tree/master/provisioning/transport/http","NA","NA","client","false","","","active","","","","","",""
"azure-iot-provisioning-device-mqtt","1.8.1","","IoT Provisioning Device MQTT","IoT","https://github.com/Azure/azure-iot-sdk-node/tree/master/provisioning/device","NA","NA","client","false","","","active","","","","","",""
"azure-iot-provisioning-service","1.10.1","","IoT Provisioning Service","IoT Hub Device Provisioning","https://github.com/Azure/azure-iot-sdk-node/tree/master/provisioning/transport/mqtt","NA","NA","client","false","","","active","","","","","",""
"azure-iot-security-symmetric-key","1.8.1","","IoT Security Symmetric Key","IoT","https://github.com/Azure/azure-iot-sdk-node/tree/master/security/symmetric","NA","NA","client","false","","","active","","","","","",""
"azure-iot-security-tpm","1.9.1","","IoT Security TPM","IoT","https://github.com/Azure/azure-iot-sdk-node/tree/master/security/tpm","NA","NA","client","false","","","active","","","","","",""
"azure-iot-security-x509","1.8.1","","IoT Security X509","IoT","https://github.com/Azure/azure-iot-sdk-node/tree/master/security/x509","NA","NA","client","false","","","active","","","","","",""
"azure-keyvault","3.0.5","","Key Vault","Key Vault","NA","NA","NA","client","false","","","deprecated","3/31/2023","","@azure/keyvault-keys","","",""
"@azure/cognitiveservices-localsearch","2.0.1","","Local Search","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-localsearch","NA","NA","client","false","","","maintenance","","","","","",""
"@azure/loganalytics","","0.3.0","Log Analytics","Log Analytics","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/operationalinsights/loganalytics","NA","NA","client","false","","","deprecated","3/31/2023","","@azure/monitor-query","","",""
"@azure/logger-js","1.3.2","","Logger JS","Logger","https://github.com/Azure/logger-js","NA","NA","client","false","","","","","","","","",""
"@azure/cognitiveservices-luis-authoring","","4.0.0-preview.3","LUIS Authoring","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-luis-authoring","NA","NA","client","false","","","","","","","","",""
"@azure/cognitiveservices-luis-runtime","5.0.0","","LUIS Runtime","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-luis-runtime","NA","NA","client","false","","","active","","","","","",""
"azuremediaplayer","","","Media Player","Media Player","","NA","NA","client","","","","","","","","","","Added for MSDocs ToC generation. Not published by EngSys."
"@azure/ms-rest-azure-env","2.0.0","","MS REST - Azure Env","Other","https://github.com/Azure/ms-rest-azure-env","NA","NA","client","false","","","active","","","","","",""
"@azure/ms-rest-azure-js","2.1.0","","MS REST - Azure JS","Other","https://github.com/Azure/ms-rest-azure-js","NA","NA","client","false","","","active","","","","","",""
"@azure/ms-rest-browserauth","1.0.2","","MS REST - Browser Auth","Other","https://github.com/Azure/ms-rest-browserauth","NA","NA","client","false","","","active","","","","","",""
"@azure/ms-rest-js","2.6.2","","MS REST - JS","Other","https://github.com/Azure/ms-rest-js","NA","NA","client","false","","","active","","","","","",""
"@azure/ms-rest-nodeauth","3.1.1","","MS REST - Node Auth","Other","https://github.com/Azure/ms-rest-nodeauth","NA","NA","client","false","","","active","","","","","",""
"@azure/cognitiveservices-newssearch","3.0.1","","News Search","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-newssearch","NA","NA","client","false","","","maintenance","","","","","",""
"@azure/ng-deploy","","0.2.3","Ng Deploy","Deploy Angular","https://github.com/Azure/ng-deploy-azure","NA","NA","client","false","","","","","","","","",""
"node-red-contrib-azureiothubnode","","0.5.3","Node Red Contrib Azure IoT Hub Node","IoT Hub","NA","NA","NA","client","false","","","","","","","","",""
"@azure/oad","","0.10.0","Oad","OpenAPI Specification","https://github.com/Azure/openapi-diff","NA","NA","client","false","","","","","","","","",""
"@azure/openapi-markdown","","0.9.4","OpenAPI Markdown","OpenAPI MarkDown","https://github.com/Azure/openapi-markdown","NA","NA","client","false","","","","","","","","",""
"@azure/cognitiveservices-personalizer","2.0.1","","Personalizer","Personalizer","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-personalizer","NA","NA","client","false","","","","","","","","",""
"@azure/publish-pipeline-result","","0.1.2","Publish Pipeline Result","Pipelines","NA","NA","NA","client","false","","","","","","","","",""
"@azure/cognitiveservices-qnamaker","3.2.0","","QnA Maker","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-qnamaker","NA","NA","client","false","","","active","","","","","",""
"@azure/cognitiveservices-qnamaker-runtime","1.0.1","","QnA Maker Runtime","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-qnamaker-runtime","NA","NA","client","false","","","active","","","","","",""
"@azure/applicationinsights-query","1.1.0","","Query","Monitor","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/applicationinsights/applicationinsights-query","NA","","client","false","","","deprecated","3/31/2023","","@azure/monitor-query","","",""
"@azure/rest-api-specs-scripts","","0.14.0","RestAPI Specs Scripts","RestAPI Specification","https://github.com/Azure/rest-api-specs-scripts","NA","NA","client","false","","","","","","","","",""
"@azure/service-bus","1.1.10","","Service Bus","Service Bus","servicebus","","NA","client","true","","05/16/2019","deprecated","3/31/2023","true","@azure/service-bus","https://github.com/Azure/azure-sdk-for-js/blob/master/sdk/servicebus/service-bus/migrationguide.md","",""
"azure-sb","0.11.1","","Service Bus","Service Bus","NA","NA","NA","client","false","","","","","","","","",""
"@azure/servicefabric","5.0.0","","Service Fabric","Service Fabric","NA","https://docs.microsoft.com/javascript/api/overview/azure/service-fabric","NA","client","false","","","","","","","","",""
"microsoft-cognitiveservices-speech-sdk","1.14.1","","Speech","Cognitive Services","NA","https://docs.microsoft.com/javascript/api/overview/azure/microsoft-cognitiveservices-speech-sdk-readme","NA","client","false","","","active","","","","","",""
"@azure/cognitiveservices-spellcheck","3.0.1","","Spell Check","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-spellcheck","NA","NA","client","false","","","maintenance","","","","","",""
"azure-storage","2.10.3","","Storage","Storage","NA","NA","NA","client","false","","","deprecated","3/31/2023","","@azure/storage-blob,@azure/storage-queue,@azure/storage-file-share,@azure/data-tables","","",""
"azure-streamanalytics-cicd","2.3.2","","Stream Analytics CI/CD","Stream Analytics","NA","NA","NA","client","false","","","active","","","","","",""
"@azure/swagger-validation-common","","0.1.2","Swagger Validation Common","OpenAPI Specification","NA","NA","NA","client","false","","","","","","","","",""
"@azure/synapse","","","Synapse","Synapse","","NA","NA","client","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"@azure/template","","1.0.12-beta.1845041","Template","Template","NA","NA","NA","client","true","","","","","true","","","",""
"@azure/cognitiveservices-textanalytics","4.0.0","","Text Analytics","Cognitive Services","NA","NA","","client","false","","","deprecated","3/31/2023","","@azure/ai-text-analytics","","",""
"@azure-tools/adl","","0.14.0","Tools - ADL","ADL","NA","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/adl.core","","0.1.499","Tools - ADL Core","ADL","NA","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/adl.rules.azure","","0.1.208","Tools - ADL Rules Azure","ADL","NA","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/adl.types.arm","","0.1.205","Tools - ADL Types ARM","ADL","NA","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/adl.types.core","","0.1.211","Tools - ADL Types Core","ADL","NA","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/async-io","3.0.254","","Tools - Async IO","Async IO","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/azcopy-darwin","10.16.0","","Tools - Azcopy Darwin","Azcopy","https://github.com/Azure/azure-storage-azcopy","NA","NA","client","false","","","","","","","","",""
"@azure-tools/azcopy-linux","10.16.0","","Tools - Azcopy Linux","Azcopy","https://github.com/Azure/azure-storage-azcopy","NA","NA","client","false","","","","","","","","",""
"@azure-tools/azcopy-node","2.7.0","","Tools - Azcopy Node","Azcopy","https://github.com/Azure/azure-storage-azcopy","NA","NA","client","false","","","","","","","","",""
"@azure-tools/azcopy-win32","10.16.0","","Tools - Azcopy Win32","Azcopy","https://github.com/Azure/azure-storage-azcopy","NA","NA","client","false","","","","","","","","",""
"@azure-tools/azcopy-win64","10.16.0","","Tools - Azcopy Win64","Azcopy","https://github.com/Azure/azure-storage-azcopy","NA","NA","client","false","","","","","","","","",""
"@azure-tools/codemodel-v3","3.1.266","","Tools - Code Model V3","Code Model","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/codegen","2.9.1","","Tools - Codegen","Codegen","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/codegen-csharp","3.0.264","","Tools - Codegen Csharp","Codegen","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/datastore","4.7.0","","Tools - Data Store","Data Store","https://github.com/Azure/perks","NA","NA","client","false","","","","","","","","",""
"@azure-tools/deduplication","3.1.5","","Tools - Deduplication","Deduplication","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/eventing","3.0.253","","Tools - Eventing","Eventing","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/extension","3.6.0","","Tools - Extension","Extensions","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/linq","3.1.263","","Tools - Linq","Linq","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/oai2-to-oai3","4.6.2","","Tools - Oai2 To Oai3","Oai2 To Oai3","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/object-comparison","3.0.253","","Tools - Object Comparison","Object Comparison","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/openapi","3.4.0","","Tools - OpenAPI","OpenAPI","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/openapi-tools-common","1.2.2","","Tools - OpenAPI Tools Common","OpenAPI Tools Common","NA","NA","NA","client","false","","","","","","","","",""
"@azure-tools/sourcemap","","0.1.234","Tools - Source Map","Source Map","NA","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/tasks","3.0.255","","Tools - Tasks","AutoRest","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure-tools/uri","3.1.1","","Tools - Uri","Uri","https://github.com/Azure/perks","NA","NA","client","false","","","","","true","","","",""
"@azure/cognitiveservices-translatortext","1.0.1","","Translator","Translator","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-translatortext","NA","NA","client","false","","","","","","","","",""
"@azure/cognitiveservices-videosearch","3.0.1","","Video Search","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-videosearch","NA","NA","client","false","","","maintenance","","","","","",""
"@azure/cognitiveservices-visualsearch","3.0.1","","Visual Search","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-visualsearch","NA","NA","client","false","","","maintenance","","","","","",""
"@azure/cognitiveservices-websearch","3.0.1","","Web Search","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/cognitiveservices-websearch","NA","NA","client","false","","","maintenance","","","","","",""
"azure-arm-advisor","","","","Advisor","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-analysisservices","","","","Analysis Services","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-apimanagement","","","","API Management","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-appinsights","","","","Application Insights","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-authorization","","","","Authorization","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-automation","","","","Automation","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-batch","","","","Batch","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-billing","","","","Billing","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-cdn","","","","CDN","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-cognitiveservices","","","","Cognitive Services","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-commerce","","","","Commerce","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-compute","","","","Virtual Machines","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-consumption","","","","Consumption","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-containerinstance","","","","Container Instances","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-containerregistry","","","","Container Registry","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-containerservice","","","","Container Service","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-cosmosdb","","","","Cosmos DB","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-customerinsights","","","","Customer Insights","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-datafactory","","","","Data Factory","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-datalake-analytics","","","","Data Lake Analytics","","NA","NA","mgmt","","","","","","","","","","Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-deviceprovisioningservices","","","","IoT Hub Device Provisioning","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-devtestlabs","","","","DevTest Labs","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-dns","","","","DNS","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-documentdb","","","","Cosmos DB","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-domainservices","","","","Active Directory","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-eventgrid","","","","Event Grid","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-eventhub","","","","Event Hubs","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-hdinsight","","","","HDInsight","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-hdinsight-jobs","","","","HDInsight","","NA","NA","mgmt","","","","","","","","","","Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-insights","","","","Monitor","","NA","NA","mgmt","","","","","","","","","","Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-iothub","","","","IoT Hub","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-keyvault","","","","Key Vault","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-labservices","","","","Lab Services","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-logic","","","","Logic Apps","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-machinelearning","","","","Machine Learning","","NA","NA","mgmt","","","","","","","","","","Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-machinelearningcompute","","","","Machine Learning","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-marketplaceordering","","","","Marketplace Ordering","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-mediaservices","","","","Media Services","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-mobileengagement","","","","Mobile","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-monitor","","","","Monitor","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-mysql","","","","MySQL","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-network","","","","Virtual Network","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-notificationhubs","","","","Notification Hubs","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-operationalinsights","","","","Operational Insights","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-operations","","","","Log Analytics","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-postgresql","","","","PostgreSQL","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-powerbiembedded","","","","PowerBI Embedded","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-recoveryservices","","","","Recovery Services","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-recoveryservicesbackup","","","","Backup","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-recoveryservices-siterecovery","","","","Site Recovery","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-rediscache","","","","Redis Cache","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-relay","","","","Relay","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-resource","","","","Resources","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-resourcehealth","","","","Resource Health","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-sb","","","","Service Bus","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-scheduler","","","","Scheduler","","NA","NA","mgmt","","","","","","","","","","Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-search","","","","Search","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-servermanagement","","","","Server Management","","NA","NA","mgmt","","","","","","","","","","Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-servicefabric","","","","Service Fabric","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-servicemap","","","","Service Map","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-sql","","","","SQL","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-storage","","","","Storage","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-storageimportexport","","","","Storage","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-storsimple8000series","","","","StorSimple","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-streamanalytics","","","","Stream Analytics","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-streamanalytics","","","","Synapse","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-trafficmanager","","","","Traffic Manager","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-visualstudio","","","","Visual Studio Team Services","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-arm-website","","","","App Service","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-compute","","","","Virtual Machines","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-hdinsight","","","","HDInsight","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-network","","","","Virtual Network","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-sb","","","","Service Bus","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-sql","","","","SQL","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-storage","","","","Storage","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-trafficmanager","","","","Traffic Manager","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"azure-asm-website","","","","App Service","","NA","NA","mgmt","","","","","","","","","","Deprecated. Added for MSDocs ToC generation. Not published by azure-sdk automation."
"@azure/arm-changeanalysis","1.1.1","","@azure/arm-changeanalysis","Changeanalysis","changeanalysis","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-changeanalysis","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-iothub-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-iothub-profile-2020-09-01-hybrid","Iothub","iothub","NA","NA","mgmt","true","","","active","","true","","","",""
"@azure/arm-servicefabric","1.1.1","","@azure/arm-servicefabric","Service Fabric","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/servicefabric/arm-servicefabric","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-servicefabric","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"azure-arm-datalake-store","","3.1.2-preview","Data Lake Storage","Data Lake Storage (Gen 1)","NA","NA","NA","mgmt","false","","","","","","","","",""
"@azure/arm-resources-subscriptions","1.0.1","","Resouce Management - Resources Subscriptions","Resources Subscriptions","resources-subscriptions","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-resources-subscriptions","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-advisor","2.1.1","","Resource Management - Advisor","Advisor","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/advisor/arm-advisor","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-advisor","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-analysisservices","3.0.0","","Resource Management - Analysis Services","Analysis Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/analysisservices/arm-analysisservices","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-analysisservices","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-apimanagement","7.2.0","","Resource Management - Api Management","API Management","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/apimanagement/arm-apimanagement","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-apimanagement","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-app","","1.0.0-beta.3","Resource Management - App","App","app","","NA","mgmt","true","","","","","true","","","",""
"@azure/arm-appservice","9.0.0","","Resource Management - App Service","App Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/appservice/arm-appservice","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-appservice","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-appservice-profile-2019-03-01-hybrid","1.1.1","","Resource Management - App Service","App Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/appservice/arm-appservice-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-attestation","1.1.1","","Resource Management - Attestation","Attestation","attestation","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-attestation","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-authorization-profile-2019-03-01-hybrid","1.1.1","","Resource Management - Authorization","Authorization","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/authorization/arm-authorization-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
