"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","LatestGADate","FirstGADate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","ServiceId","Notes"
"services/preview/resourcemover/mgmt/2019-10-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcemover/armresourcemover","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2015-10-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2016-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2017-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2017-08-31-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2017-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2018-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2018-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2019-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2020-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2020-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/resources/mgmt/2021-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/scheduler/mgmt/2014-08-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/scheduler/armscheduler","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/security/mgmt/v1.0","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/security/armsecurity","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/security/mgmt/v2.0","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/security/armsecurity","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/security/mgmt/v3.0","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/security/armsecurity","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/securityinsight/mgmt/2019-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/securityinsights/armsecurityinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/securityinsight/mgmt/2021-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/securityinsights/armsecurityinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/securityinsight/mgmt/2022-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/securityinsights/armsecurityinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicebus/mgmt/2018-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicebus/armservicebus","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicebus/mgmt/2021-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicebus/armservicebus","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicefabric/mgmt/2017-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabric/armservicefabric","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicefabric/mgmt/2018-02-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabric/armservicefabric","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicefabric/mgmt/2019-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabric/armservicefabric","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicefabricmesh/mgmt/2018-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabricmesh/armservicefabricmesh","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/servicefabricmesh/mgmt/2018-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabricmesh/armservicefabricmesh","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/signalr/mgmt/2018-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/signalr/armsignalr","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/signalr/mgmt/2020-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/signalr/armsignalr","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/signalr/mgmt/2021-04-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/signalr/armsignalr","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/signalr/mgmt/2021-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/signalr/armsignalr","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/softwareplan/mgmt/2019-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/sql/mgmt/2017-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sql/armsql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/sql/mgmt/2018-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sql/armsql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/sql/mgmt/v4.0","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sql/armsql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/sql/mgmt/v5.0","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sql/armsql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/sqlvirtualmachine/mgmt/2017-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sqlvirtualmachine/armsqlvirtualmachine","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/sqlvirtualmachine/mgmt/2021-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sqlvirtualmachine/armsqlvirtualmachine","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storage/mgmt/2015-05-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storage/mgmt/2018-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storage/mgmt/2018-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storage/mgmt/2020-08-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storagecache/mgmt/2019-08-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storagecache/armstoragecache","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storagepool/mgmt/2020-03-15-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storagepool/armstoragepool","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/storagepool/mgmt/2021-04-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storagepool/armstoragepool","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/streamanalytics/mgmt/2020-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/streamanalytics/armstreamanalytics","https://aka.ms/azsdk/golang/t2/migration","stream-analytics","",""
"services/preview/subscription/mgmt/2017-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/subscription/armsubscription","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/subscription/mgmt/2018-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/subscription/armsubscription","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/subscription/mgmt/2019-10-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/subscription/armsubscription","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/support/mgmt/2019-05-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/support/armsupport","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/synapse/mgmt/2021-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/synapse/armsynapse","https://aka.ms/azsdk/golang/t2/migration","synapse-analytics","",""
"services/preview/synapse/mgmt/v2.0","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/synapse/armsynapse","https://aka.ms/azsdk/golang/t2/migration","synapse-analytics","",""
"services/preview/timeseriesinsights/mgmt/2017-02-28-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/timeseriesinsights/armtimeseriesinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/timeseriesinsights/mgmt/2018-08-15-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/timeseriesinsights/armtimeseriesinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/trafficmanager/mgmt/2017-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/trafficmanager/armtrafficmanager","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/trafficmanager/mgmt/2018-02-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/trafficmanager/armtrafficmanager","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/videoanalyzer/mgmt/2021-05-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/videoanalyzer/armvideoanalyzer","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/videoanalyzer/mgmt/2021-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/videoanalyzer/armvideoanalyzer","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/virtualmachineimagebuilder/mgmt/2018-02-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/virtualmachineimagebuilder/armvirtualmachineimagebuilder","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/virtualmachineimagebuilder/mgmt/2019-02-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/virtualmachineimagebuilder/armvirtualmachineimagebuilder","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/virtualmachineimagebuilder/mgmt/2019-05-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/virtualmachineimagebuilder/armvirtualmachineimagebuilder","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/visualstudio/mgmt/2014-04-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/visualstudio/armvisualstudio","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/web/mgmt/2015-08-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/appservice/armappservice","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/webpubsub/mgmt/2021-04-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/webpubsub/armwebpubsub","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/webpubsub/mgmt/2021-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/webpubsub/armwebpubsub","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/windowsesu/mgmt/2019-09-16-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/windowsesu/armwindowsesu","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/workloadmonitor/mgmt/2018-08-31-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/workloadmonitor/armworkloadmonitor","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/workloadmonitor/mgmt/2020-01-13-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/workloadmonitor/armworkloadmonitor","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/privatedns/mgmt/2018-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/privatedns/armprivatedns","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/provisioningservices/mgmt/2017-11-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/provisioningservices/mgmt/2018-01-22","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/provisioningservices/mgmt/2021-10-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/provisioningservices/mgmt/2022-02-05","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/purview/mgmt/2021-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/purview/armpurview","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2016-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2016-08-10","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2016-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2018-01-10","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2018-07-10","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2019-05-13","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2019-06-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2020-02-02","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2021-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2021-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2021-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/recoveryservices/mgmt/2022-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/recoveryservices/armrecoveryservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/redhatopenshift/mgmt/2020-04-30","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/redhatopenshift/armredhatopenshift","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/redhatopenshift/mgmt/2022-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/redhatopenshift/armredhatopenshift","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/relay/mgmt/2016-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/relay/armrelay","https://aka.ms/azsdk/golang/t2/migration","service-bus-relay","",""
"services/relay/mgmt/2017-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/relay/armrelay","https://aka.ms/azsdk/golang/t2/migration","service-bus-relay","",""
"services/reservations/mgmt/2017-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/reservations/armreservations","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/reservations/mgmt/2022-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/reservations/armreservations","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resourcegraph/mgmt/2019-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcegraph/armresourcegraph","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resourcegraph/mgmt/2021-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcegraph/armresourcegraph","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resourcehealth/mgmt/2015-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcehealth/armresourcehealth","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resourcehealth/mgmt/2017-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcehealth/armresourcehealth","https://aka.ms/azsdk/golang/t2/migration","","",""
